text,final
you choose to see it as negative it is simply stating the fact to say hours is too long to wait to get a vaccine,0
registration for online covid vaccine,0
big boss please ask bubu if the vaccine go give am sence,1
hi i have registered for covid vaccine how and when do i get vaccinated how do i know if its in my area pls,2
you call people antivaxxer shamed people for not taking the vaccine and supported them losing there job and means of livelihood oya come travel make i see you,0
that will have a reason i took the vaccine and the attendees were professional,2
what happened to the madagascar vaccine sef,0
covid national assembly mulls vaccination for m nigerians,0
federal government shouldnt vaccine health workers first cause if it fails we are in troublethey should try the vaccine at politicians first cause if we lose a few of them it wont really matter at all,0
nobody has the right to enforce vaccination on youbecause you refuse to take the vaccine bishop oyedepo be very honest do you think bishop oyedipo is right or wrong with this,0
so if you die what will you tell god what will you tell yourself that you were stupid enough not to take the vaccine cos a human like you who has no medical experience andor qualifications told you not to what happens to heaven helps those who help themselves,2
if you have a vaccine that requires more than one dose its not wise to shorten the interval between antigenic stimuli because then you tend to get less response to it said dr william schaffner,0
